var_i,var_j,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
FS,PRE,0.3038191209626285,0.3005023518406045,0.2446643656645692,0.1856196774775311,0.2415901531377515,0.247090019038796,0.291161571692949,0.2068026991675909,0.2639349983226043,0.3222185916725127,0.267546174441677,0.2349079724053442,0.2184689045773911,0.2864869337164334,0.2545429179683872,0.2048241213893715,0.2269195171586966,0.2928797865385098,0.2734977483631708,0.2304034693169015,0.2656584804440374,0.2583353199150304,0.3028030441983382,0.2992442022512549
FS,SM,0.209660222154041,0.2175401080979208,0.2027890003800375,0.181672985682799,0.2080933876754479,0.1984664041034588,0.2002163683594011,0.213404194474191,0.2095358933509653,0.2204691331437438,0.2139609521352656,0.1989638156757957,0.1967145418469807,0.2113886597379199,0.2220411576503498,0.2039877932210281,0.2099470935239572,0.2106844150817545,0.1997266158865859,0.2052032354823674,0.2083179032213144,0.2159286200076453,0.2206269353413029,0.2287708870298812
FS,SPEI6,,,,0.1396815372774383,,,,0.1215991894771131,,,,,,0.2278731373083182,,,,0.1706718565236726,,,,,,
FS,T,0.1911989140065434,0.1915286750563317,0.1465866639299538,0.1757229051120846,0.1830010830029516,0.1734116176067832,0.1829379988643182,0.1823585527980809,0.1495360089224459,0.1797498549711801,0.1724304021123134,0.1510681193844054,0.1649901258116381,0.190555246761825,0.1605830805835547,0.1664112135498124,0.1790794231240826,0.1784307504625354,0.1729132674930833,0.1554970814150226,0.1490316103796211,0.1657566622129003,0.1665479601654979,0.170882908756944
FVC,GP,0.1960065061678984,0.1915479769251725,0.1569421132578508,0.1822021384032035,0.1917378689144149,0.1736266206752856,0.1787208214853423,0.172425150560498,0.1440135491156497,0.1660954310164129,0.1880410799511892,0.1703338870730164,0.1689600407606319,0.187056091300414,0.1681794859330165,0.1890402126879251,0.200581471340735,0.1766353070287515,0.1680936971230469,0.1890974169858775,0.1620109707076134,0.1863956675215782,0.1684656132010762,0.1832239688741998
FVC,NDMI,0.2001998296015093,0.1896597744704791,0.1855117939097328,0.1639360864689615,0.1808595952400547,0.2107389296258802,0.2316780765388507,0.1486613073459959,0.2533678478991001,0.228988311622558,0.1922888725155056,0.2536707622596978,0.2740471944162231,0.246888520460243,0.2808376341888621,0.1827824276840036,0.2006532394923475,0.1792546806726279,0.2434797519050439,0.2639818856484744,0.2413769914186561,0.2691336122965292,0.249088235482708,0.2669821944703145
FVC,NIRv,0.4171867668418797,0.4342757283201608,0.4151689498217581,0.352218465486567,0.422944553122969,0.419816109461017,0.4101128090377,0.3729507152228536,0.4247834666680284,0.435580373092314,0.4076552314499466,0.4167316370470305,0.4234264150496097,0.4259296393516146,0.4188391621632389,0.4015200156876458,0.4101237526264068,0.4178774612101933,0.4096145549183545,0.428044803660094,0.4397631485719516,0.4149159080368708,0.4604255248639047,0.4432978451933099
FVC,PET,0.1601359117475844,0.1814245235287979,0.1716410013636962,0.1533434421452368,0.1806299468214878,0.1898662390224094,0.1799731254911722,0.1271665156758945,0.1364267560505436,0.163086656248957,0.1692194573508434,0.1527364689191364,0.1340544118267727,0.2174374433833304,0.1708704533660177,0.1723908557738706,0.1765902761503501,0.1477016683721494,0.1520415076841527,0.1532644293182092,0.143051220557873,0.1875292750717263,0.1899550680251269,0.1649182230288904
FVC,PRE,0.3124002830044502,0.3220884025935341,0.2949783742363904,0.2569191947173351,0.2843212012750412,0.2877836195868333,0.3265119566549244,0.2435448629762584,0.3110730580945968,0.3539750855790674,0.3264087729631442,0.2657616121627634,0.2691991059861095,0.3327694839215261,0.29925973792418,0.2386379203675186,0.2812550980098903,0.3121842109956918,0.3002190908028011,0.2802047101191082,0.3415784621066496,0.3355822824525223,0.331857516337324,0.3140157541923273
FVC,SM,0.2425002560493456,0.2418844211833976,0.2291232953636134,0.2215155879763964,0.2430489314343481,0.2443872834488068,0.2275152369746658,0.2046777452677449,0.22427082961607,0.2590996216206122,0.2596118606509996,0.2388391055532331,0.229831563452809,0.260281634665458,0.2653223052190225,0.2337414448334279,0.2524479410254677,0.2335891940107848,0.2093626310047987,0.256118016529833,0.2517746019894032,0.2641292704084904,0.2706511750924008,0.2588937065158733
